base_name,noise,snr,accuracy
ch1_2412-153954-0020.gzip,office,0,75.90361445783132
ch1_2428-83699-0018.gzip,wind,0,75.89285714285714
ch1_251-137823-0025.gzip,wind,0,75.87719298245614
ch1_251-137823-0025.gzip,Quiet,0,75.87719298245614
ch1_5694-64025-0010.gzip,wind,24,75.86972612879349
ch1_1993-147965-0000.gzip,office,18,75.82417582417582
ch1_6319-275224-0014.gzip,wind,0,75.82089552238806
ch1_6241-61943-0021.gzip,pink,0,75.79617834394904
ch1_2078-142845-0007.gzip,wind,24,75.77160493827161
ch1_777-126732-0060.gzip,pink,18,75.65922920892496
ch1_5694-64025-0010.gzip,Babble,18,75.64766839378238
ch1_2803-161169-0002.gzip,car80,18,75.49019607843137
ch1_251-137823-0025.gzip,Babble,24,75.43859649122807
ch1_251-137823-0006.gzip,car80,0,75.40322580645162
ch1_2803-161169-0014.gzip,office,0,75.38280329799764
ch1_6313-66129-0008.gzip,car80,18,75.31645569620254
ch1_6295-244435-0018.gzip,pink,18,75.3012048192771
ch1_1988-24833-0001.gzip,office,0,75.25354969574036
ch1_6319-275224-0014.gzip,wind,24,75.22388059701493
ch1_6313-66125-0003.gzip,office,6,75.17482517482517
ch1_2086-149220-0027.gzip,Quiet,0,75.09433962264151
ch1_1993-147965-0000.gzip,Babble,24,75.0915750915751
ch1_6313-66129-0029.gzip,white,18,75.05668934240363
ch1_251-137823-0006.gzip,wind,18,75.0
ch1_7850-281318-0000.gzip,car80,6,75.0
ch1_251-137823-0025.gzip,wind,6,75.0
ch1_1988-24833-0001.gzip,car80,6,74.84787018255578
ch1_2803-161169-0002.gzip,car80,24,74.83660130718954
ch1_6313-66125-0001.gzip,white,24,74.73309608540926
ch1_6313-66125-0001.gzip,office,18,74.73309608540926
ch1_2086-149220-0027.gzip,pink,0,74.71698113207547
ch1_2086-149220-0027.gzip,wind,12,74.71698113207547
ch1_2412-153954-0020.gzip,pink,18,74.6987951807229
ch1_6295-244435-0018.gzip,office,18,74.6987951807229
