base_name,noise,snr,accuracy
ch1_6241-61943-0021.gzip,Quiet,0,74.52229299363057
ch1_2803-161169-0002.gzip,car80,18,74.50980392156863
ch1_2078-142845-0007.gzip,wind,12,74.45987654320987
ch1_1993-147965-0000.gzip,car80,0,74.35897435897436
ch1_6319-275224-0014.gzip,car80,0,74.32835820895522
ch1_2803-161169-0014.gzip,car80,18,74.32273262661955
ch1_2803-161169-0002.gzip,office,12,74.18300653594771
ch1_2803-161169-0002.gzip,car80,0,74.18300653594771
ch1_7850-286674-0002.gzip,office,6,74.15730337078652
ch1_6313-66129-0029.gzip,white,18,74.14965986394557
ch1_1988-24833-0001.gzip,car80,12,74.0365111561866
ch1_1988-24833-0001.gzip,pink,24,74.0365111561866
ch1_1988-24833-0001.gzip,office,18,74.0365111561866
ch1_2086-149220-0027.gzip,office,0,73.9622641509434
ch1_2412-153954-0020.gzip,pink,0,73.89558232931726
ch1_7850-286674-0002.gzip,car80,24,73.87640449438203
ch1_7850-286674-0002.gzip,office,0,73.87640449438203
ch1_7850-281318-0000.gzip,car80,6,73.84615384615384
ch1_6295-244435-0018.gzip,car80,12,73.79518072289157
ch1_6295-244435-0018.gzip,office,0,73.79518072289157
ch1_251-137823-0006.gzip,wind,18,73.79032258064517
ch1_6313-66125-0003.gzip,car80,12,73.77622377622377
ch1_777-126732-0060.gzip,car80,6,73.63083164300203
ch1_1993-147965-0000.gzip,wind,0,73.62637362637362
ch1_2803-161169-0014.gzip,office,0,73.61601884570082
ch1_1462-170142-0017.gzip,car80,0,73.61111111111111
